"name","norad_id","launch_date","decay_date","time_days","event","end_date","activity_snapshot","launch_site","orbit_center","orbit_class","orbit_type","object_type","owner","country_owner","users","purpose","launch_vehicle","perigee","apogee","inclination","period","mass","expected_lifetime","expected_lifetime_missing"
"GALAXY 28 (G-28)",28702,2005-06-23,NA,6521,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","ITSO","USA","Commercial","Communications","Zenit 3SL",35775,"35798",0.01,1436.1,5493,13,0
"SJ-7",28737,2005-07-05,NA,6509,0,2023-05-01,"active","JSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Space Science","Long March 2D",534,"591",97.7,95.9,260,3,0
"THAICOM 4",28786,2005-08-11,NA,6472,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","THAI","Thailand","Commercial","Communications","Ariane 5G",35775,"35798",0,1436.1,6505,12,0
"REIMEI (INDEX)",28810,2005-08-23,NA,6460,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Government","Technology Development","Dnepr",595,"638",98,97,70,4,1
"ANIK F1R",28868,2005-09-08,NA,6444,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","CA","Canada","Commercial","Communications","Proton M",35777,"35795",0.02,1436.1,4500,15,0
"NAVSTAR 57 (USA 183)",28874,2005-09-26,NA,6426,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 2",20142,"20221",55.08,717.95,2217,10,0
"SYRACUSE 3A",28885,2005-10-13,NA,6409,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","FR","France","Military","Communications","Ariane 5",35778,"35792",0,1436.06,3725,12,0
"USA 186",28888,2005-10-19,NA,6403,0,2023-05-01,"active","AFWTR","EA","LEO","Elliptical","PAY","US","USA","Military","Earth Observation","Titan IV",264,"1050",97.9,97,18000,5,0
"BEIJING 1",28890,2005-10-27,NA,6395,0,2023-05-01,"active","PLMSC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Commercial","Earth Observation","Kosmos 3M",681,"703",97.9,98.6,166,7,0
"INMARSAT 4-F2",28899,2005-11-08,NA,6383,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","IM","United Kingdom","Commercial","Communications","Zenit 3SL",35773,"35800",2.33,1436.11,5458,15,0
"COSMOS 2416 (RODNIK-S 1)",28908,2005-12-21,NA,6340,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Kosmos 3M",1436,"1448",82.5,114.7,225,4,1
"METEOSAT-9 (MSG-2)",28912,2005-12-21,NA,6340,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","EUME","Multinational","Government/Civil","Earth Observation","Ariane 5G",35775,"35795",0.29,1436,2000,12,0
"EUTELSAT 174A",28924,2005-12-29,NA,6332,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","EUTE","Multinational","Commercial","Communications","Proton M",35772,"35799",0.01,1436.1,5000,16,0
"ECHOSTAR 10",28935,2006-02-15,NA,6284,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Zenit 3SL",35780,"35792",0.06,1436,4333,15,0
"SPAINSAT",28945,2006-03-11,NA,6260,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","SPN","Multinational","Commercial","Communications","Ariane 5",35775,"35799",0.07,1436.1,4100,15,0
"JCSAT-5A",29045,2006-04-12,NA,6228,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","JPN","Japan","Commercial","Communications","Zenit 3SL",35776,"35797",0.01,1436.1,4400,12,0
"ASTRA 1KR",29055,2006-04-20,NA,6220,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","SES","Luxembourg","Commercial","Communications","Atlas 5",35766,"35807",0.08,1436.1,4332,15,0
"EROS B",29079,2006-04-25,2026-02-05,6215,0,2023-05-01,"active","SVOBO","EA","LEO","Sun-Synchronous","PAY","ISRA","Israel","Military/Commercial","Earth Observation","Start 1",508,"514",97.4,94.8,350,10,0
"GALAXY 16 (G-16)",29236,2006-06-18,NA,6161,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Zenit 3SL",35775,"35798",0.01,1436.1,4640,15,0
"USA 184",29249,2006-06-28,NA,6151,0,2023-05-01,"active","AFWTR","EA","Elliptical","Molniya","PAY","US","USA","Military","Earth Observation","Delta 4",1111,"37564",63,684,4000,4,1
"GENESIS 1",29252,2006-07-12,2025-07-02,6137,0,2023-05-01,"active","DLS","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Technology Development","Dnepr",522,"569",64.5,95.6,1360,5,0
"ARIRANG-2 (KOMPSAT-2)",29268,2006-07-28,NA,6121,0,2023-05-01,"active","PLMSC","EA","LEO","Sun-Synchronous","PAY","SKOR","South Korea","Government/Commercial","Earth Observation/Technology Development","Rokot",676,"698",98.2,98.5,800,3,0
"EUTELSAT 33F",29270,2006-08-04,NA,6114,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","EUTE","Multinational","Commercial","Communications","Proton/Breeze M",35759,"35812",0.02,1436.06,4900,15,0
"JCSAT-3A",29272,2006-08-11,NA,6107,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","JPN","Japan","Commercial","Communications","Ariane 5",35772,"35801",1.19,1436.1,4400,15,0
"SYRACUSE 3B",29273,2006-08-11,NA,6107,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","FR","France","Military","Communications","Ariane 5",35772,"35801",0.03,1436.09,3750,12,0
"KOREASAT 5 (MUGUNGWHA 5)",29349,2006-08-22,NA,6096,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","SKOR","South Korea","Military/Commercial","Communications","Zenit 3SL",35780,"35792",0.02,1436.1,4450,4,1
"HINODE (SOLAR-B)",29479,2006-09-22,NA,6065,0,2023-05-01,"active","KSCUT","EA","LEO","Sun-Synchronous","PAY","JPN","Multinational","Government","Space Science","JAXA M-V",670,"696",98.1,98.4,700,3,0
"NAVSTAR 58 (USA 190)",29486,2006-09-25,NA,6062,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 2",20020,"20342",54.94,717.93,2060,10,0
"DIRECTV 9S",29494,2006-10-13,NA,6044,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Ariane 5 ECA",35774,"35798",0.03,1436.1,5500,15,0
"OPTUS D1",29495,2006-10-13,NA,6044,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","AUS","Australia","Commercial","Communications","Ariane 5 ECA",35774,"35797",0.02,1436.08,2300,15,0
"SHIJIAN-6 02A (SJ-6 02A)",29505,2006-10-23,NA,6034,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Space Science","Long March 4B",591,"594",97.7,96.5,260,4,1
"SHIJIAN-6 02B (SJ-6 02B)",29506,2006-10-23,NA,6034,0,2023-05-01,"active","TAISC","EA","LEO","Sun-Synchronous","PAY","PRC","China","Government","Space Science","Long March 4B",594,"595",97.7,96.6,260,4,1
"DMSP 5D-3 F17 (USA 191)",29522,2006-11-04,NA,6022,0,2023-05-01,"active","AFWTR","EA","LEO","Sun-Synchronous","PAY","US","USA","Military","Earth Observation","Delta 4",842,"855",98.79,101.89,1154,5,0
"BADR-4",29526,2006-11-08,NA,6018,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","AB","Multinational","Government","Communications","Proton M",35780,"35791",0.07,1436.06,3304,15,0
"NAVSTAR 59 (USA 192)",29601,2006-11-17,NA,6009,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 2",20206,"20366",55.02,722.19,2060,10,0
"WILDBLUE-1",29643,2006-12-08,NA,5988,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Ariane 5",35776,"35796",0.01,1436.1,4735,12,0
"SAR-LUPE 1",29658,2006-12-19,NA,5977,0,2023-05-01,"active","PLMSC","EA","LEO","Non-Polar Inclined","PAY","GER","Germany","Military","Earth Observation","Kosmos 3M",468,"505",98.2,94.3,770,10,0
"LAPAN-TUBSAT",29709,2007-01-10,NA,5955,0,2023-05-01,"active","SRILR","EA","LEO","Sun-Synchronous","PAY","INDO","Indonesia","Government","Earth Observation/Technology Development","PSLV C7",617,"637",97.7,97.2,60,4,1
"CARTOSAT-2 (IRS-P7)",29710,2007-01-10,2024-02-14,5955,0,2023-05-01,"active","SRILR","EA","LEO","Sun-Synchronous","PAY","IND","India","Government","Earth Observation","PSLV C7",632,"635",97,97.4,680,5,0
"THEMIS A",30580,2007-02-17,NA,5917,0,2023-05-01,"active","AFETR","EA","Elliptical","Unknown","PAY","US","Multinational","Government/Civil","Space Science","Delta 2",461,"87304",15.7,1868.98,126,2,0
"FALCONSAT-3",30776,2007-03-09,2023-01-21,5797,1,2023-01-21,"inactive","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Military/Civil","Technology Development","Atlas 5",538,"540",35.4,95.4,46,4,1
"SKYNET 5A",30794,2007-03-11,NA,5895,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","UK","United Kingdom","Military","Communications","Ariane 5 ECA",35771,"35802",0.07,1436.1,4700,15,0
"THEMIS D",30797,2007-02-17,NA,5917,0,2023-05-01,"active","AFETR","EA","Elliptical","Unknown","PAY","US","Multinational","Government/Civil","Space Science","Delta 2",467,"87260",15.7,1867.91,126,2,0
"THEMIS E",30798,2007-02-17,NA,5917,0,2023-05-01,"active","AFETR","EA","Elliptical","Unknown","PAY","US","Multinational","Government/Civil","Space Science","Delta 2",474,"87526",15.7,1875.53,126,2,0
"ANIK F3",31102,2007-04-09,NA,5866,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","CA","Canada","Commercial","Communications","Proton M",35778,"35794",0.01,1436.1,4715,15,0
"SAUDISAT 3",31118,2007-04-17,NA,5858,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","SAUD","Saudi Arabia","Government","Earth Observation","Dnepr",656,"677",97.8,98.1,200,4,1
"SAUDICOMSAT 7",31119,2007-04-17,NA,5858,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","SAUD","Saudi Arabia","Commercial","Communications","Dnepr",650,"736",97.8,98.6,12,4,1
"SAUDICOMSAT 6",31121,2007-04-17,NA,5858,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","SAUD","Saudi Arabia","Commercial","Communications","Dnepr",648,"758",97.8,98.8,12,4,1
"SAUDICOMSAT 5",31124,2007-04-17,NA,5858,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","SAUD","Saudi Arabia","Commercial","Communications","Dnepr",651,"725",97.8,98.5,12,4,1
"SAUDICOMSAT 3",31125,2007-04-17,NA,5858,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","SAUD","Saudi Arabia","Commercial","Communications","Dnepr",652,"714",97.8,98.4,12,4,1
"SAUDICOMSAT 4",31127,2007-04-17,NA,5858,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","SAUD","Saudi Arabia","Commercial","Communications","Dnepr",649,"746",97.8,98.7,12,4,1
"AIM",31304,2007-04-25,2024-08-19,5850,0,2023-05-01,"active","WRAS","EA","LEO","Sun-Synchronous","PAY","US","USA","Government","Earth Observation","Pegasus XL",544,"552",97.9,96.2,215,2,0
"ASTRA 1L",31306,2007-05-04,NA,5841,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","SES","Luxembourg","Commercial","Communications","Ariane 5 ECA",35772,"35798",0.05,1436.03,4500,15,0
"GALAXY 17 (G-17)",31307,2007-05-04,NA,5841,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Ariane 5 ECA",35774,"35799",0.02,1436.1,4100,15,0
"GLOBALSTAR M069",31573,2007-05-29,NA,5816,0,2023-05-01,"active","TYMSC","EA","LEO","Non-Polar Inclined","PAY","GLOB","USA","Commercial","Communications","Soyuz-Fregat",1411,"1416",52,114.1,450,10,0
"GLOBALSTAR M072",31574,2007-05-29,NA,5816,0,2023-05-01,"active","TYMSC","EA","LEO","Non-Polar Inclined","PAY","GLOB","USA","Commercial","Communications","Soyuz-Fregat",1412,"1416",52,114.1,450,10,0
"COSMO-SKYMED 1",31598,2007-06-08,NA,5806,0,2023-05-01,"active","AFWTR","EA","LEO","Sun-Synchronous","PAY","IT","Italy","Military/Civil","Earth Observation","Delta 7000",622,"623",97.9,97.2,1700,5,0
"OFEQ 7",31601,2007-06-10,2025-06-14,5804,0,2023-05-01,"active","YAVNE","EA","LEO","Non-Polar Inclined","PAY","ISRA","Israel","Military","Earth Observation","Shavit",340,"576",141.76,93.75,300,5,0
"TERRASAR-X",31698,2007-06-15,NA,5799,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","GER","Germany","Government/Commercial","Earth Observation","Dnepr",507,"509",97.5,94.8,1230,5,0
"USA 194",31701,2007-06-15,NA,5799,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Military","Earth Observation","Atlas 5",1015,"1200",63.4,107.4,5000,4,1
"GENESIS 2",31789,2007-06-28,2025-09-02,5786,0,2023-05-01,"active","DLS","EA","LEO","Non-Polar Inclined","PAY","US","USA","Commercial","Technology Development","Dnepr",508,"586",64.5,95.6,1360,5,0
"COSMOS 2428",31792,2007-06-29,NA,5785,0,2023-05-01,"active","TYMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Earth Observation","Zenit 2M",844,"858",71,102,3200,4,1
"SAR-LUPE 2",31797,2007-07-02,NA,5782,0,2023-05-01,"active","PLMSC","EA","LEO","Non-Polar Inclined","PAY","GER","Germany","Military","Earth Observation","Kosmos 3M",470,"503",98.19,94.34,770,10,0
"WORLDVIEW-1 (WV-1)",32060,2007-09-18,NA,5704,0,2023-05-01,"active","AFWTR","EA","LEO","Sun-Synchronous","PAY","US","USA","Commercial","Earth Observation","Delta 2",491,"494",97.3,94.5,4500,7.25,0
"INTELSAT 11 (IS-11)",32253,2007-10-05,NA,5687,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","ITSO","USA","Commercial","Communications","Ariane 5",35778,"35795",0.03,1436.1,2491,15,0
"WGS F1 (USA 195)",32258,2007-10-11,NA,5681,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Military","Communications","Atlas 5",35783,"35790",0,1436.1,5900,14,0
"NAVSTAR 60 (USA 196)",32260,2007-10-17,NA,5675,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 2",20149,"20213",54.8,717.93,2217,10,0
"GLOBALSTAR M066",32265,2007-10-20,NA,5672,0,2023-05-01,"active","TYMSC","EA","LEO","Non-Polar Inclined","PAY","GLOB","USA","Commercial","Communications","Soyuz-Fregat",1412,"1415",52,114.1,450,10,0
"COSMOS 2433 [GLONASS-M]",32275,2007-10-26,NA,5666,0,2023-05-01,"active","TYMSC","EA","MEO","Non-Polar Inclined","PAY","CIS","Russia","Military/Commercial","Navigation/Global Positioning","Proton K",19124,"19133",64.9,675.67,1480,7,0
"COSMOS 2432 [GLONASS-M]",32276,2007-10-26,NA,5666,0,2023-05-01,"active","TYMSC","EA","MEO","Non-Polar Inclined","PAY","CIS","Russia","Military/Commercial","Navigation/Global Positioning","Proton K",19094,"19171",64.9,675.83,1480,7,0
"SAR-LUPE 3",32283,2007-11-01,2026-01-14,5660,0,2023-05-01,"active","PLMSC","EA","LEO","Non-Polar Inclined","PAY","GER","Germany","Military","Earth Observation","Kosmos 3M",473,"496",98.17,94.3,770,10,0
"SKYNET 5B",32294,2007-11-14,NA,5647,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","UK","United Kingdom","Military","Communications","Ariane 5",35700,"35803",0.07,1436.1,4635,15,0
"ASTRA 4A",32299,2007-11-17,NA,5644,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","SES","Sweden","Commercial","Communications","Proton M",35776,"35795",0.04,1436.1,4400,15,0
"COSMO-SKYMED 2",32376,2007-12-09,NA,5622,0,2023-05-01,"active","AFWTR","EA","LEO","Sun-Synchronous","PAY","IT","Italy","Military/Government","Earth Observation","Delta 2",622,"623",97.9,97.2,1700,5,0
"USA 198",32378,2007-12-10,NA,5621,0,2023-05-01,"active","AFETR","EA","Elliptical","Molniya","PAY","US","USA","Military","Communications","Atlas 5",400,"39966",60,718,260,10,0
"RADARSAT-2",32382,2007-12-14,NA,5617,0,2023-05-01,"active","TYMSC","EA","LEO","Sun-Synchronous","PAY","CA","Canada","Commercial","Earth Observation","Soyuz",791,"793",98.6,100.7,2924,7,0
"NAVSTAR 61 (USA 199)",32384,2007-12-20,NA,5611,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 2",20150,"20311",54.96,719.92,2060,10,0
"HORIZONS-2",32388,2007-12-21,NA,5610,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","ITSO","USA/Japan","Commercial","Communications","Ariane 5",35777,"35796",0,1436.1,2300,15,0
"COSMOS 2434 [GLONASS-M]",32393,2007-12-25,NA,5606,0,2023-05-01,"active","TYMSC","EA","MEO","Non-Polar Inclined","PAY","CIS","Russia","Military/Commercial","Navigation/Global Positioning","Proton M",19142,"19378",64.66,680.91,1480,7,0
"COSMOS 2436 [GLONASS-M]",32395,2007-12-25,NA,5606,0,2023-05-01,"active","TYMSC","EA","MEO","Non-Polar Inclined","PAY","CIS","Russia","Military/Commercial","Navigation/Global Positioning","Proton M",19147,"19365",64.67,680.75,1480,7,0
"THURAYA-3",32404,2008-01-15,NA,5585,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","UAE","United Arab Emirates","Commercial","Communications","Zenit 3SL",35766,"35807",5.84,1436.1,5180,12,0
"TECSAR",32476,2008-01-21,2024-07-03,5579,0,2023-05-01,"active","SRILR","EA","LEO","Non-Polar Inclined","PAY","ISRA","Israel","Military","Earth Observation","PSLV C10",405,"580",41.03,94.5,300,4,1
"THOR 5",32487,2008-02-11,NA,5558,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","NOR","Norway","Commercial","Communications","Proton M",35773,"35798",0.01,1436.1,2024,15,0
"USA 200",32706,2008-03-13,NA,5527,0,2023-05-01,"active","AFWTR","EA","Elliptical","Molniya","PAY","US","USA","Military","Earth Observation","Atlas 5",1112,"37580",63.56,684,4200,4,1
"NAVSTAR 62 (USA 201)",32711,2008-03-15,NA,5525,0,2023-05-01,"active","AFETR","EA","MEO","Non-Polar Inclined","PAY","US","USA","Military/Commercial","Navigation/Global Positioning","Delta 2",20135,"20152",55.1,716.4,2217,10,0
"DIRECTV 11",32729,2008-03-19,NA,5521,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Zenit 3SL",35786,"35786",0.03,1436.1,5900,4,1
"SAR-LUPE 4",32750,2008-03-27,NA,5513,0,2023-05-01,"active","PLMSC","EA","LEO","Non-Polar Inclined","PAY","GER","Germany","Military","Earth Observation","Kosmos 3M",448,"486",98.16,94.4,770,10,0
"ICO G1",32763,2008-04-14,NA,5495,0,2023-05-01,"active","AFETR","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Atlas 5",35773,"35799",5.73,1436.1,6600,15,0
"VINASAT-1",32767,2008-04-18,NA,5491,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","VTNM","Vietnam","Government","Communications","Ariane 5 ECA",35782,"35791",0.02,1436.1,2600,15,0
"STAR ONE C2",32768,2008-04-18,NA,5491,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","BRAZ","Brazil","Commercial","Communications","Ariane 5 ECA",35776,"35796",0.06,1436.1,4100,4,1
"CARTOSAT-2A",32783,2008-04-28,NA,5481,0,2023-05-01,"active","SRILR","EA","LEO","Sun-Synchronous","PAY","IND","India","Military","Earth Observation","PSLV C9",624,"643",97.9,97.4,680,5,0
"DELFI-C3 (DO-64)",32789,2008-04-28,2023-11-13,5481,0,2023-05-01,"active","SRILR","EA","LEO","Sun-Synchronous","PAY","NETH","Netherlands","Civil","Technology Development","PSLV C9",598,"616",97.8,96.8,6.5,4,1
"CANX-2",32790,2008-04-28,NA,5481,0,2023-05-01,"active","SRILR","EA","LEO","Sun-Synchronous","PAY","CA","Canada","Government/Civil","Technology Development","PSLV C9",609,"629",97.8,97.1,7,4,1
"SEEDS II (CO-66)",32791,2008-04-28,NA,5481,0,2023-05-01,"active","SRILR","EA","LEO","Sun-Synchronous","PAY","JPN","Japan","Civil","Technology Development","PSLV C9",607,"627",97.8,97,3,4,1
"AMOS-3",32794,2008-04-28,NA,5481,0,2023-05-01,"active","TYMSC","EA","GEO","Unknown","PAY","ISRA","Israel","Military/Commercial","Communications","Zenit 3SLB",35783,"35789",0.04,1436.1,260,12,0
"GALAXY 18 (G-18)",32951,2008-05-21,NA,5458,0,2023-05-01,"active","SEAL","EA","GEO","Unknown","PAY","US","USA","Commercial","Communications","Zenit 3SL",35774,"35798",0.02,1436.1,4642,15,0
"COSMOS 2437",32954,2008-05-23,NA,5456,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1480,"1511",82.5,115.9,280,5,0
"COSMOS 2438",32955,2008-05-23,NA,5456,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1477,"1509",82.5,115.8,280,5,0
"COSMOS 2439",32956,2008-05-23,NA,5456,0,2023-05-01,"active","PLMSC","EA","LEO","Polar","PAY","CIS","Russia","Military","Communications","Rokot",1478,"1510",82.5,115.8,280,5,0
"ZHONGXING-9",33051,2008-06-09,NA,5439,0,2023-05-01,"active","XICLF","EA","GEO","Unknown","PAY","PRC","China","Government","Communications","Long March 3B",35759,"35812",0.03,1436.1,260,4,1
"FGRST (GLAST)",33053,2008-06-11,NA,5437,0,2023-05-01,"active","AFETR","EA","LEO","Non-Polar Inclined","PAY","US","USA","Government","Space Science","Delta 2",537,"556",25.6,95.6,4303,4,1
"SKYNET 5C",33055,2008-06-12,NA,5436,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","UK","United Kingdom","Military","Communications","Ariane 5 ECA",35770,"35803",0.53,1436.1,4600,4,1
"TURKSAT 3A",33056,2008-06-12,NA,5436,0,2023-05-01,"active","FRGUI","EA","GEO","Unknown","PAY","TURK","Turkey","Commercial","Communications","Ariane 5 ECA",35778,"35793",0.01,1436.06,3100,4,1
